subject,control,repeat,low_to_high_within_auc,low_to_high_cross_auc,high_to_low_within_auc,high_to_low_cross_auc,status,cross_state_gap
A2,random_within_run_split,1,0.4841628959276018,0.681063122923588,0.5481727574750831,0.32428355957767724,ok,0.013494485450709859
A2,within_run_state_permutation,2,0.6052631578947368,0.5526315789473684,0.5828947368421052,0.5526315789473684,ok,0.04144736842105268
A2,within_run_trial_index,2,0.49000000000000005,0.5595238095238095,0.5529100529100529,0.66625,ok,-0.0914318783068783
A2,random_within_run_split,2,0.5486257928118393,0.5801282051282052,0.5160256410256411,0.5348837209302326,ok,-0.0251802461104787
A2,within_run_state_permutation,3,0.5739130434782609,0.611111111111111,0.4714285714285715,0.5510869565217391,ok,-0.0584282263630089
A2,within_run_trial_index,3,0.49000000000000005,0.5595238095238095,0.5529100529100529,0.66625,ok,-0.0914318783068783
A2,random_within_run_split,3,0.6375,0.5476190476190477,0.39880952380952384,0.5670454545454546,ok,-0.039177489177489255
A2,within_run_state_permutation,4,0.46457607433217185,0.6441893830703014,0.5710186513629842,0.6144018583042974,ok,-0.11149825783972134
A2,within_run_trial_index,4,0.49000000000000005,0.5595238095238095,0.5529100529100529,0.66625,ok,-0.0914318783068783
A2,random_within_run_split,4,0.5930232558139534,0.5524475524475524,0.4557109557109557,0.6511627906976744,ok,-0.0774380658101588
A6,observed_state,0,0.7124518613607189,0.6879432624113476,0.7570921985815603,0.6559691912708601,ok,0.06281580313003576
A6,within_run_state_permutation,0,0.6470588235294117,0.6411960132890365,0.6096345514950166,0.6666666666666666,ok,-0.02558465246563746
A6,within_run_trial_index,0,0.8059259259259259,0.6409883720930233,0.6962209302325582,0.554074074074074,ok,0.15354220499569338
A6,random_within_run_split,0,0.7087087087087087,0.65158371040724,0.6319758672699849,0.7597597597597597,ok,-0.03532944709415303
A6,within_run_state_permutation,1,0.5115089514066495,0.5782312925170068,0.8248299319727891,0.7659846547314578,ok,-0.00393853193451299
A6,within_run_trial_index,1,0.8059259259259259,0.6409883720930233,0.6962209302325582,0.554074074074074,ok,0.15354220499569338
A6,random_within_run_split,1,0.7510668563300142,0.8055555555555556,0.6143790849673202,0.631578947368421,ok,-0.03584428081332108
A6,within_run_state_permutation,2,0.8019639934533551,0.6314363143631436,0.6476964769647696,0.7675941080196399,ok,0.025315024017670607
A6,within_run_trial_index,2,0.8059259259259259,0.6409883720930233,0.6962209302325582,0.554074074074074,ok,0.15354220499569338
A6,random_within_run_split,2,0.7194444444444444,0.5426356589147286,0.6294573643410852,0.7819444444444444,ok,0.012160852713178294
A6,within_run_state_permutation,3,0.6481481481481481,0.7006688963210702,0.8729096989966556,0.7380952380952381,ok,0.0411468563642477
